rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-4613-org,female,alexandra,caine,2605,hobart,03 5106 3581,2553 2437 8456 7848,67026.61,103,61406.7,84,f,68.416
rec-4614-org,female,maya,lodge,2913,sydney,07 9363 5762,6945 9992 4041 2018,36443.42,29,35853.7,13,m,74.337
rec-4615-org,male,pakita,neville,2611,sydney,04 4538 9675,7776 3544 9673 1870,43416.35,36,94460.9,27,f,77.512
rec-4616-dup-0,female,dara,nicolle,missing,,,0014 8473 1214 3392,23038.59,6,95909.2,96,m,77.124
rec-4616-dup-1,female,dara,nicole,missing,pergh,,0014 8473 1214 3392,23038.59,6,95909.2,69,m,77.124
rec-4616-dup-2,,dara,nicole,2611,petth,03 8375 5025,0014 8473 19214 3392,23038.59,6,95909.2,69,m,77.124
rec-4616-org,female,tara,nicolle,2611,perth,03 8375 5025,0014 8473 1214 3392,23038.59,6,95909.2,69,m,77.124
rec-4617-dup-0,female,lara,povy,missing,sydbey,,9659 6513 1300 0200,53466.56,6,44817.5,31,m,76.978
rec-4617-dup-1,,elara,pofey,2611,sydney,08 4628 4606,965 6513 1300 0200,53466.56,6,44817.5,123,m,76.978
rec-4617-dup-2,female,la5a,poyey,2621,sydney,,9659 6513 1300 0200,53466.56,6,44817.5,31,m,76.978
rec-4617-org,female,lara,povey,2611,sydney,08 4628 4606,9659 6513 1300 0200,53466.56,6,44817.5,13,m,76.978
rec-4618-org,male,emiily,bates-brownsword,2614,melbourne,07 1920 6450,1909 3243 3752 5880,38141.88,54,52676.9,33,na,72.918
rec-4619-dup-0,,jastmine,leaveah,2614,melbourne,,1098 22168 2857 3157,42435.29,46,32974.9,109,m,76.057
rec-4619-org,male,jasmine,leaver,2614,melbourne,03 7757 6508,1098 2216 2857 3157,42435.29,46,32974.9,109,m,76.057
rec-4620-dup-0,,cheljea,berryman,2615,melborne,,5029 6273 7738 1195,66997.10,100,33701.5,80,m,75.475
rec-4620-dup-1,,chelstea,berryman,2624,melbourne,,5029 6273 773 1195,66997.10,100,33701.5,80,m,75.475
rec-4620-dup-2,female,xelsea,berrykan,26q4,melbourhe,04 3333 3501,5029 6273 7738 1195,66997.10,100,33701.5,85,m,75.475
rec-4620-org,female,chelsea,berryman,2614,melbourne,04 3333 3501,5029 6273 7738 1195,66997.10,100,33701.5,80,m,75.475
rec-4621-org,male,grace,ryan,2603,sydney,04 4749 0403,1904 5859 6478 2567,68261.51,105,30577.9,13,m,81.042
rec-4622-org,male,hanna,humphreys,2913,melbourne,04 1118 0213,4791 8795 2927 1731,74252.38,44,89634.8,86,f,74.897
rec-4623-org,female,olivia,egan,2603,melbourne,04 1666 6622,8101 4305 8858 5932,31708.40,77,141821.9,76,f,81.601
rec-4624-dup-0,male,emiili,profan,missing,melbourne,,7014 4872 39409 5972,76191.15,13,327761.2,26,f,67.751
rec-4624-dup-1,male,emiili,provari,2614,melbourje,,704 4872 3940 5972,76191.15,13,327761.2,26,f,67.751
rec-4624-dup-2,,emiili,profan,2614,melborne,,7014 4872 3940 5972,76191.15,13,327761.2,26,f,67.751
rec-4624-org,male,emiily,provan,2614,melbourne,03 7799 3066,7014 4872 3940 5972,76191.15,13,327761.2,26,f,67.751
rec-4625-org,female,lauren,buccini,2603,canberra,08 6090 6368,0970 7308 3227 8580,33016.08,36,152085.5,31,f,75.994
rec-4626-dup-0,,ashlie,van heythuyzen,2615,canberra,,9676 8821 192 9227,74050.21,57,55800.8,08,na,71.270
rec-4626-dup-1,male,aslie,van heythuysten,261t,canberra,,9676 8821 819 9227,74050.21,57,55800.8,98,na,71.270
rec-4626-org,male,ashlie,van heythuysen,2615,canberra,02 5932 6154,9676 8821 8192 9227,74050.21,57,55800.8,98,na,71.270
rec-4627-org,male,bethany,buhagiar,2905,melbourne,04 6212 5539,4191 5679 3230 8456,54875.57,17,33613.1,68,f,82.991
rec-4628-dup-0,female,katherine,goldeah,2603,sydbey,,4820 9966 0990 2210,76672.67,7,59980.2,684,na,72.927
rec-4628-org,female,catherine,golder,2603,sydney,02 1640 8270,4820 9966 0990 2210,76672.67,7,59980.2,84,na,72.927
rec-4629-org,female,anari,hilton,2607,sydney,07 4362 6695,6085 0747 0496 1666,44517.70,91,26632.3,12,m,74.042
rec-4630-dup-0,male,jastmine,paahr,2612,melbournr,,8546 4269 8 986 0048,68685.90,97,113813.9,25,na,82.589
rec-4630-dup-1,male,jasmin,par,2612,melborne,,8546 42698 8986 0048,68685.90,97,113813.9,25,na,82.589
rec-4630-dup-2,,jasmin,paahr,26q2,mrlbourne,08 7289 6222,8546 4269 8986 0048,68685.90,97,113813.9,25,na,82.589
rec-4630-org,male,jasmine,parr,2612,melbourne,08 7289 6222,8546 4269 8986 0048,68685.90,97,113813.9,25,na,82.589
rec-4631-org,male,tegan,goode,2604,melbourne,03 8387 9616,4053 2322 6134 8423,36018.54,61,90867.8,33,na,73.998
rec-4632-dup-0,,maliah,fktzpatrick,261t,perty,,9394 4038 3781 8783,70662.99,116,65277.7,48,m,72.645
rec-4632-org,female,maliah,fitzpatrick,2615,perth,02 4968 4823,9394 4038 3781 8783,70662.99,116,65277.7,48,m,72.645
rec-4633-org,female,imogen,canavese,2906,perth,08 6801 8210,5205 1265 7068 9075,46023.36,68,43491.5,74,m,75.589
rec-4634-dup-0,male,prooke,senin,260o,melbou4ne,,9186 6856 7339 9683,55768.38,87,79289.6,36,m,74.620
rec-4634-org,male,brooke,cenin,2600,melbourne,02 5382 7092,9186 6856 7339 9683,55768.38,87,79289.6,36,m,74.620
rec-4635-org,female,laura,cannell,2617,sydney,08 8537 5975,8465 5078 3578 0858,41947.10,102,49441.1,109,m,77.966
rec-4636-org,male,juliana,mancic,2611,melbourne,02 2005 1250,7622 8471 3757 1174,58942.38,40,82166.0,86,f,67.013
rec-4637-dup-0,male,dalissa,ttowse,26q7,melbourne,,0660 0552 001 1006,45268.64,4,58112.1,100,f,77.750
rec-4637-dup-1,male,talisaa,drowse,2618,melbourne,,0660 05952 0041 1006,45268.64,4,58112.1,100,f,77.750
rec-4637-dup-2,,talistsa,trowje,2617,melbourne,,0660 0552 0041 1006,45268.64,4,58112.1,00,f,77.750
rec-4637-org,male,talissa,trowse,2617,melbourne,03 0621 5227,0660 0552 0041 1006,45268.64,4,58112.1,100,f,77.750
rec-4638-dup-0,female,chaahlotte,kuilty,290w,per5h,,6289 7768 7259 7590,47473.60,52,31700.4,98,f,74.200
rec-4638-org,female,charlotte,quilty,2903,perth,04 8178 9812,6289 7768 7259 7590,47473.60,52,31700.4,98,f,74.200
rec-4639-dup-0,female,jastmyn,duvnjack,2627,brisbane,,7557 97001 3332 6947,51878.84,14,35052.8,92,m,77.120
rec-4639-org,female,jasmyn,duvnjak,2617,brisbane,07 2907 0580,7557 9700 3332 6947,51878.84,14,35052.8,92,m,77.120
rec-4640-org,male,ella,vearing,2603,sydney,08 7495 6461,1507 8168 2101 8196,49670.92,40,60669.0,95,m,74.637
rec-4641-org,female,ashleigh,churkin,2914,canberra,03 2471 8876,4113 9564 8500 6778,56610.60,111,84121.3,94,f,83.462
rec-4642-org,male,montanna,de michele,2603,sydney,08 5239 9741,5874 2661 6663 6596,29011.35,100,117925.9,63,f,76.011
rec-4643-dup-0,male,keorgia,xee,missing,perth,,0993 6670 1178 9613,21663.26,67,84213.0,29,na,74.725
rec-4643-org,male,georgia,chee,2602,perth,08 6986 8924,0993 6670 1178 9613,21663.26,67,84213.0,92,na,74.725
rec-4644-dup-0,female,rakhel,kammeahmann,2903,bristbane,,9176 08320 2876 5823,42367.77,12,153003.8,19,f,75.822
rec-4644-org,female,rachel,kammermann,2903,brisbane,04 4096 9003,9176 0832 2876 5823,42367.77,12,153003.8,19,f,75.822
rec-4645-dup-0,,emiili,schumann,290t,perth,,4618 6874 4001 81906,29292.56,77,42998.3,77,f,80.691
rec-4645-org,male,emiily,schumann,2906,perth,08 3305 6710,4618 6874 4001 8106,29292.56,77,42998.3,77,f,80.691
rec-4646-dup-0,,yasmin,whide,29q3,syney,03 1548 8660,9588 069 5431 5322,42034.04,58,27341.7,81,f,73.007
rec-4646-org,female,yasmin,white,2913,sydney,03 1548 8660,9588 1069 5431 5322,42034.04,58,27341.7,81,f,73.007
rec-4647-dup-0,male,zarah,ferraah,2004,perth,,7536 85077 0934 4175,33107.96,86,115752.2,45,f,67.271
rec-4647-dup-1,male,jarah,feahrar,2903,pert,07 6334 4775,7536 8077 0934 4175,33107.96,86,115752.2,54,f,67.271
rec-4647-dup-2,male,sarah,feahrar,290e,,07 6334 4775,7536 8077 0 934 4175,33107.96,86,115752.2,40,f,67.271
rec-4647-org,male,sarah,ferrar,2904,perth,07 6334 4775,7536 8077 0934 4175,33107.96,86,115752.2,45,f,67.271
rec-4648-dup-0,,anncabel,collieah,2615,melbourne,,8625 2874 318 9579,44266.68,21,94725.7,92,m,75.030
rec-4648-dup-1,,annapel,colller,2616,melbourne,,8625 2874 3518 9579,44266.68,21,94725.7,92,m,75.030
rec-4648-org,male,annabel,collier,2615,melbourne,08 9459 2878,8625 2874 3518 9579,44266.68,21,94725.7,92,m,75.030
rec-4649-org,female,hana,weate,2913,sydney,08 6070 1596,9364 8131 4820 5701,27901.03,27,39063.0,39,na,70.225
rec-4650-org,male,nicole,lenartowicz,2605,melbourne,07 5143 2348,4601 9089 7439 4677,62695.29,10,49581.6,95,m,77.375
rec-4651-org,female,taylah,ryan,2905,sydney,07 2609 2342,9309 8980 2910 2513,35043.16,66,88546.9,81,f,63.029
rec-4652-org,male,eloise,miles,2913,melbourne,02 5651 8778,4096 3733 4978 5843,44214.69,87,120878.6,46,f,76.356
rec-4653-dup-0,,layla,green,290q,perdh,,6584 9691 0867 9805,53793.49,51,94072.8,9,m,80.230
rec-4653-dup-1,,layla,kreen,2902,,,6584 89691 0867 9805,53793.49,51,94072.8,89,m,80.230
rec-4653-org,male,layla,green,2902,perth,08 4027 5160,6584 9691 0867 9805,53793.49,51,94072.8,89,m,80.230
rec-4654-org,male,savannah,gigliotti,2903,melbourne,08 4797 2261,5815 1019 6525 9100,41950.02,67,64197.0,35,f,69.744
rec-4655-dup-0,female,jeanna,kanthavongsa,missing,canperra,03 1943 4005,5969 9061 0404 9393,40539.59,33,67695.0,2,m,78.039
rec-4655-org,female,seanna,khanthavongsa,2615,canberra,03 1943 4005,5969 9061 0404 9393,40539.59,33,67695.0,92,m,78.039
rec-4656-dup-0,,marleigh,ekan,missing,sydnefy,,8234 5721 3067 4577,66070.02,28,20119.4,65,f,73.047
rec-4656-org,male,marleigh,egan,2614,sydney,04 8145 1484,8234 5721 3067 4577,66070.02,28,20119.4,65,f,73.047
rec-4657-org,male,samantha,paine,2905,perth,07 9295 2362,9884 2229 1785 6097,57125.06,5,73075.3,83,f,75.311
rec-4658-org,male,mia,lodge,2905,sydney,04 6034 9186,4237 3277 5695 0196,92718.59,40,36930.9,48,m,74.658
rec-4659-org,male,monique,waller,2913,melbourne,02 5703 1132,9764 0697 3113 2443,62075.09,34,58164.1,54,na,76.662
rec-4660-dup-0,male,istabella,kenneali,2625,canbera,,0398 4030 6923 2244,18303.06,53,89742.2,19,na,70.292
rec-4660-dup-1,male,isabrlla,ckennealy,261t,kanberra,03 7386 0735,03984030 6923 2244,18303.06,53,89742.2,19,na,70.292
rec-4660-org,male,isabella,kennealy,2615,canberra,03 7386 0735,0398 4030 6923 2244,18303.06,53,89742.2,19,na,70.292
rec-4661-dup-0,male,meg,powterly,2603,melnourne,,0090 8409 671 3985,60368.27,12,58362.0,80,m,77.292
rec-4661-dup-1,male,meg,powrerly,missing,melbou4ne,,0090 8409 6371 39885,60368.27,12,58362.0,80,m,77.292
rec-4661-org,male,meg,powderly,2602,melbourne,08 0157 6563,0090 8409 6371 3985,60368.27,12,58362.0,80,m,77.292
rec-4662-dup-0,male,ami,vincend,2607,melbourn,,8378 5980 52668 4744,88009.07,30,50559.6,50,na,78.420
rec-4662-dup-1,male,ymy,fincent,2606,melbo8rne,,8378 5980 5266 4744,88009.07,30,50559.6,50,na,78.420
rec-4662-org,male,amy,vincent,2607,melbourne,03 1921 7505,8378 5980 5266 4744,88009.07,30,50559.6,50,na,78.420
rec-4663-dup-0,,annabele,clarl<e,2604,melbourne,,3154 2791 1392 3612,60211.10,45,72193.7,12,f,72.402
rec-4663-org,male,annabelle,clarke,2605,melbourne,03 9734 1360,3154 2791 1392 3612,60211.10,45,72193.7,12,f,72.402
rec-4664-dup-0,,matisse,millaah,261t,melbourne,,2408 6133 3208 7042,51249.20,12,1006.5,11,na,68.810
rec-4664-dup-1,female,matistse,milar,2616,melbourne,,2408 6133 3208 7042,51249.20,12,1006.5,141,na,68.810
rec-4664-org,female,matisse,millar,2615,melbourne,08 2695 4360,2408 6133 3208 7042,51249.20,12,1006.5,101,na,68.810
rec-4665-dup-0,,saeah,vareu,2602,sydne7,,6766 1827 7564 2501,37071.25,106,71466.8,88,na,74.979
rec-4665-org,female,sarah,varey,2602,sydney,08 4496 8132,6766 1827 7564 2501,37071.25,106,71466.8,88,na,74.979
rec-4666-dup-0,male,olifia,mils,missing,melbourne,,5315 6618 3396 5881,54035.07,47,31473.2,75,f,73.634
rec-4666-dup-1,,olifia,milest,2611,melb0urne,,5315 6618 3396 5881,54035.07,47,31473.2,57,f,73.634
rec-4666-dup-2,,ollvia,milez,2611,melbouahne,,5315 6618 3396 5881,54035.07,47,31473.2,57,f,73.634
rec-4666-org,male,olivia,miles,2611,melbourne,08 3637 4923,5315 6618 3396 5881,54035.07,47,31473.2,57,f,73.634
rec-4667-dup-0,,hayleya,doo1ey,29p5,melbourne,,8716 7765 9396 3173,42931.97,43,37599.2,74,na,72.790
rec-4667-dup-1,,hyley,tooley,29o5,melbourne,07 7690 8651,8716 7765 939 3173,42931.97,43,37599.2,74,na,72.790
rec-4667-org,male,hayley,dooley,2905,melbourne,07 7690 8651,8716 7765 9396 3173,42931.97,43,37599.2,74,na,72.790
rec-4668-dup-0,,emiili,lamprey,261t,perth,,1577 0318 0303 0145,63453.21,33,23029.4,072,na,77.850
rec-4668-dup-1,female,emiili,lampry,2625,perth,,1577 0318 0303 01415,63453.21,33,23029.4,72,na,77.850
rec-4668-dup-2,female,emiily,lamprey,2625,pert,,15737 0318 0303 0145,63453.21,33,23029.4,77,na,77.850
rec-4668-org,female,emiily,lamprey,2615,perth,04 3945 1425,1577 0318 0303 0145,63453.21,33,23029.4,72,na,77.850
rec-4669-dup-0,,catherine,wehne5,261q,melpourne,,4767 7041 6454 8481,67345.04,84,53325.7,99,na,75.939
rec-4669-org,female,catherine,wehner,2611,melbourne,02 7062 4517,4767 7041 6454 8481,67345.04,84,53325.7,99,na,75.939
rec-4670-org,male,sarah,waller,2603,sydney,02 6804 8242,0695 3672 1187 4361,62440.73,18,23928.9,14,f,79.778
rec-4671-dup-0,female,chlo,ohn,missing,melbourne,04 4343 4501,4072 27519 9039 1229,56592.67,116,69551.8,1100,na,69.394
rec-4671-dup-1,female,kloe,ohn,2913,melborne,,4072 2519 92039 1229,56592.67,116,69551.8,100,na,69.394
rec-4671-org,female,chloe,hohn,2913,melbourne,04 4343 4501,4072 2519 9039 1229,56592.67,116,69551.8,100,na,69.394
rec-4672-dup-0,female,laur3n,paskoe,2607,brisbane,,9803 3743 995 9495,35103.03,42,120544.9,11,f,79.478
rec-4672-org,female,lauren,pascoe,2606,brisbane,08 4401 9360,9803 3743 6995 9495,35103.03,42,120544.9,11,f,79.478
rec-4673-dup-0,,kyra,jiang,26p2,perkth,,4521 5670 9366 94968,45179.97,71,47815.4,31,na,82.683
rec-4673-dup-1,female,kyfa,jyang,2692,perth,,4521 5670 936 4968,45179.97,71,47815.4,31,na,82.683
rec-4673-org,female,kyra,jiang,2602,perth,07 4533 8152,4521 5670 9366 4968,45179.97,71,47815.4,31,na,82.683
rec-4674-org,female,chelsea,david,2611,brisbane,07 8194 0953,5813 6932 9745 5568,2701.18,34,62760.2,26,na,71.711
rec-4675-org,female,claudia,millar,2611,perth,03 9282 8749,5069 9133 0996 0884,54118.50,44,93282.4,41,na,77.327
rec-4676-dup-0,female,michalea,kroenveld,2602,melblurne,,8955 3390 7525 7967,63963.37,116,81780.7,85,m,74.123
rec-4676-dup-1,,michaelw,groenfeld,2602,melbourn,02 4695 5173,8955 3390 07525 7967,63963.37,116,81780.7,75,m,74.123
rec-4676-dup-2,female,micaela,groenvelt,260w,melbourne,02 4695 5173,8955 3390 7525 797,63963.37,116,81780.7,70,m,74.123
rec-4676-org,female,michaela,groenveld,2602,melbourne,02 4695 5173,8955 3390 7525 7967,63963.37,116,81780.7,75,m,74.123
rec-4677-dup-0,male,izabella,clark,2690,sydney,,7479 6869 6373 413,71549.46,33,46023.0,91,f,72.734
rec-4677-org,male,isabella,clarke,2600,sydney,07 3906 6956,7479 6869 6373 4013,71549.46,33,46023.0,91,f,72.734
rec-4678-dup-0,male,rubu,goote,261r,melbourne,,7578 67039174 1613,31542.25,108,53206.3,82,f,72.720
rec-4678-org,male,ruby,goode,2614,melbourne,08 6642 4588,7578 6703 9174 1613,31542.25,108,53206.3,82,f,72.720
rec-4679-dup-0,,bianca,klaydon,2603,pertj,,2993 6166 1618 4016,37445.12,113,22624.7,6,na,76.922
rec-4679-org,female,bianca,claydon,2603,perth,07 1463 6225,2993 6166 1618 4016,37445.12,113,22624.7,64,na,76.922
rec-4680-dup-0,,ijabella,weldman,missing,melborne,02 8514 7020,1857 4574 9573 0554,92318.54,91,62464.2,34,m,70.488
rec-4680-org,male,isabella,weltman,2605,melbourne,02 8514 7020,1857 4574 9573 0554,92318.54,91,62464.2,34,m,70.488
rec-4681-org,female,raquel,verco,2612,sydney,03 4519 6487,5655 4077 4031 8178,32991.53,33,157176.1,52,f,82.895
rec-4682-org,male,gemaley,hague,2604,melbourne,07 2223 6790,9133 6508 6117 6145,76681.92,54,68776.9,13,na,71.486
rec-4683-org,female,megan,baerwald,2614,sydney,08 1086 9315,1682 0794 9113 7418,57948.61,68,38271.1,36,f,80.384
rec-4684-dup-0,,taylah,lanzdell,260p,brisbane,08 3028 6729,109 1613 4601 3986,57313.27,23,51601.0,215,m,76.788
rec-4684-dup-1,,tayiah,lanzdell,2600,brisbane,,1019 113 4601 3986,57313.27,23,51601.0,21,m,76.788
rec-4684-org,female,taylah,lansdell,2600,brisbane,08 3028 6729,1019 1613 4601 3986,57313.27,23,51601.0,21,m,76.788
rec-4685-dup-0,,rebeckah,pfeffer,2609,sydney,,5877 843 1713 7042,54596.48,114,59967.4,11,m,77.794
rec-4685-org,male,rebekah,pfeffer,2600,sydney,03 0080 5946,5877 8493 1713 7042,54596.48,114,59967.4,11,m,77.794
rec-4686-dup-0,,melahie,nadolni,2605,sydny,,6006 6632 8051 7714,38270.30,34,64664.1,28,na,72.854
rec-4686-org,male,melanie,nadolny,2605,sydney,03 2731 9418,6006 6632 8051 7714,38270.30,34,64664.1,28,na,72.854
rec-4687-dup-0,female,isa1>ella,croch,2624,perth,,2175 7548 7613 9175,53890.77,108,34005.9,9,m,76.546
rec-4687-org,female,isabella,crouch,2614,perth,08 8863 4515,2175 7548 7613 9175,53890.77,108,34005.9,59,m,76.546
rec-4688-org,male,amelia,white,2604,melbourne,03 0087 2268,6316 9758 9077 2670,54230.74,10,146337.2,42,f,73.750
rec-4689-org,female,emiily,thick,2617,sydney,04 9162 9040,0387 2174 1540 7243,46502.03,81,107182.7,74,na,77.259
rec-4690-dup-0,,mackentsi,damura,2614,perth,,5808 9833 3373 366,38659.88,119,24787.2,53,m,77.616
rec-4690-org,male,mackenzi,tamura,2614,perth,08 8480 4806,5808 9833 3373 3665,38659.88,119,24787.2,53,m,77.616
rec-4691-org,male,bridget,coulson,2611,sydney,02 9103 8228,2050 0718 7025 3544,52665.41,72,66484.5,46,na,78.186
rec-4692-dup-0,,lany,webb,2614,sydney,,5897 09729433 7424,64637.70,21,78862.7,388,na,72.812
rec-4692-org,male,lani,webb,2614,sydney,08 7787 9701,5897 0972 9433 7424,64637.70,21,78862.7,38,na,72.812
rec-4693-org,male,charlotte,webb,2615,melbourne,07 2298 5602,2206 1645 1792 1030,76139.47,103,50162.3,99,m,75.139
rec-4694-org,female,jessica,bristow,2615,sydney,07 0832 6313,4868 0988 8758 3062,30007.83,92,75800.3,67,m,71.466
rec-4695-dup-0,male,geoahgia,saryago,261u,melbourne,,181 5132 9575 1623,51491.34,3,135225.6,90,f,77.909
rec-4695-org,male,georgia,sariago,2617,melbourne,02 4632 6614,6181 5132 9575 1623,51491.34,3,135225.6,90,f,77.909
rec-4696-org,male,georgia,kemsley,2605,melbourne,08 2851 8960,8302 2739 3133 6998,21542.80,20,31861.0,20,na,74.217
rec-4697-org,male,talia,ilgen,2902,melbourne,03 4195 1438,6626 7769 3249 3256,44653.36,34,28264.1,19,na,73.345
rec-4698-dup-0,male,riannon,whide,2905,stydney,,1882 6226 89285 2420,65403.89,59,70761.0,82,f,72.950
rec-4698-org,male,rhiannon,white,2905,sydney,07 2811 0154,1882 6226 8985 2420,65403.89,59,70761.0,82,f,72.950
rec-4699-dup-0,,stepanie,clarke,2923,melbouene,,6650 9022 1717 6316,72836.74,114,66071.8,45,m,72.688
rec-4699-dup-1,,stepanie,clarke,missing,melbouahne,,6650 9022 1717 6316,72836.74,114,66071.8,45,m,72.688
rec-4699-org,male,stephanie,clarke,2913,melbourne,02 6903 5215,6650 9022 1717 6316,72836.74,114,66071.8,45,m,72.688
rec-4700-org,male,paris,clarke,2914,melbourne,08 1622 8526,9638 6297 2077 5015,52452.93,32,50810.1,13,m,76.836
rec-4701-org,male,madeline,waller,2905,perth,04 1749 0294,0342 1078 5394 0910,84509.45,36,79367.0,33,f,75.542
rec-4702-org,female,lara,green,2902,canberra,08 4299 0975,9327 5211 7645 5000,60804.62,10,15415.3,88,na,76.246
rec-4703-org,male,kristen,walls,2905,canberra,02 5889 6108,6633 0864 3596 9910,49492.89,88,54537.4,70,m,80.051
rec-4704-org,female,victoria,wiseman,2611,sydney,03 3603 9307,9241 6404 4038 8229,43170.98,105,131025.2,95,f,72.674
rec-4705-org,female,amaya,rees,2611,sydney,04 9867 6068,1044 2572 7867 1802,28734.66,44,43783.5,42,m,74.317
rec-4706-org,female,aleisha,musolino,2612,sydney,02 2052 6710,2516 6782 2306 1159,34200.66,27,129531.4,98,f,66.242
rec-4707-dup-0,,sarah,zpratt,2617,sydnei,,7665 8791 4060 08444,54400.58,48,165984.5,59,f,80.974
rec-4707-dup-1,,sarah,5pratt,2617,sydnei,,7665 8791 4060 8444,54400.58,48,165984.5,95,f,80.974
rec-4707-dup-2,male,starah,spradt,2617,sydmey,,7665 8791 4060 8444,54400.58,48,165984.5,539,f,80.974
rec-4707-org,male,sarah,spratt,2617,sydney,08 4465 0715,7665 8791 4060 8444,54400.58,48,165984.5,59,f,80.974
rec-4708-org,male,mikayla,reid,2614,perth,03 9798 5631,8349 0313 0610 9738,35348.71,48,87139.7,13,m,71.863
rec-4709-org,male,isabella,cirelli,2612,melbourne,08 5995 0245,1976 7977 3123 4541,37258.14,70,78069.3,17,f,77.412
rec-4710-org,male,ebonie,lademan,2602,melbourne,02 0510 0359,5290 3557 4458 5816,47606.97,45,62849.3,78,m,79.138
rec-4711-dup-0,male,bree,hareri,2617,kanberra,,3075 5095 06160 6067,40410.61,78,249.6,1,na,73.421
rec-4711-org,male,bree,haren,2617,canberra,07 0261 8292,3075 5095 0616 6067,40410.61,78,249.6,11,na,73.421
rec-4712-dup-0,,lili,wite,2614,sydney,,1516 0176 329 1453,47148.01,95,65230.1,70,f,73.586
rec-4712-dup-1,female,lili,wbite,2614,sydn4y,,1516 40176 3295 1453,47148.01,95,65230.1,70,f,73.586
rec-4712-org,female,lily,white,2614,sydney,04 0719 2484,1516 0176 3295 1453,47148.01,95,65230.1,70,f,73.586
rec-4713-dup-0,,alisia,hnna,2617,melb0urne,,1626 7847 9264 6271,62036.28,36,60377.1,71,m,76.218
rec-4713-org,male,alicia,hanna,2617,melbourne,04 7842 9392,1626 7847 9264 6271,62036.28,36,60377.1,71,m,76.218
rec-4714-dup-0,female,lora,kampbell,2o03,sydney,,6105 5733 8 138 3444,63291.65,9,25257.7,20,f,78.340
rec-4714-dup-1,,lauar,kampbell,2993,sydney,02 9589 6024,6105 57233 8138 3444,63291.65,9,25257.7,20,f,78.340
rec-4714-dup-2,female,lora,kampbell,2903,sydny,,6105 5733 8138 3444,63291.65,9,25257.7,0,f,78.340
rec-4714-org,female,laura,campbell,2903,sydney,02 9589 6024,6105 5733 8138 3444,63291.65,9,25257.7,20,f,78.340
rec-4715-dup-0,,alessanera,laing,2905,pert,,6501 9240 2232 28090,61146.43,83,23391.3,51,f,74.400
rec-4715-org,male,alessandra,laing,2905,perth,08 5542 2261,6501 9240 2232 2800,61146.43,83,23391.3,51,f,74.400
rec-4716-org,female,lauren,szablinski,2906,brisbane,07 0943 8248,8979 4099 2842 8587,16466.71,18,38551.0,34,f,70.893
rec-4717-org,male,ella,hilton,2614,canberra,08 2244 9241,8653 8013 0900 6656,35864.24,22,47062.6,25,f,74.978
rec-4718-org,female,sarah,miels,2904,perth,03 2704 8026,7266 6844 9875 0067,48633.78,49,89156.9,79,f,70.715
rec-4719-dup-0,male,ckatelyn,rvndle,29q3,melpourne,04 1260 2112,6282 4351 9019 3961,58264.14,77,65255.8,37,m,70.919
rec-4719-dup-1,,ckatelyn,rundile,2913,melbourne,,6282 4351 9019 3961,58264.14,77,65255.8,77,m,70.919
rec-4719-dup-2,male,kadelyn,rundile,29q3,melbourne,,6282 4351 9019 3961,58264.14,77,65255.8,7,m,70.919
rec-4719-org,male,katelyn,rundle,2913,melbourne,04 1260 2112,6282 4351 9019 3961,58264.14,77,65255.8,73,m,70.919
rec-4720-org,male,tegan,duus,2615,sydney,04 9028 2174,8739 4528 4543 7125,58712.88,73,59772.4,76,m,77.436
rec-4721-dup-0,,georgia,rundoe,260r,melbou4ne,,1319 8857 4116 0297,69843.39,1,69812.1,22,m,70.208
rec-4721-dup-1,,georjia,runfle,missing,melbojrne,02 6943 2164,1319 8857 4116 0297,69843.39,1,69812.1,22,m,70.208
rec-4721-dup-2,male,georgia,rumdle,2695,melbourne,,1319 8857 416 0297,69843.39,1,69812.1,2,m,70.208
rec-4721-org,male,georgia,rundle,2605,melbourne,02 6943 2164,1319 8857 4116 0297,69843.39,1,69812.1,22,m,70.208
rec-4722-org,male,charlee,menzies,2605,sydney,04 8507 2612,2229 6521 6932 4704,86381.46,92,64951.7,100,na,74.129
rec-4723-org,male,matilda,dargaville,2913,melbourne,07 7531 0562,7421 0731 0319 8551,55355.94,17,48075.6,74,m,76.124
rec-4724-org,male,rachel,mcneill,2903,melbourne,08 1124 3812,2328 7089 8911 6798,80535.61,73,35469.8,71,m,72.394
rec-4725-dup-0,,izabella,kratxmer,2607,melbourne,,3624 75262 9885 8172,34754.21,28,38403.1,62,f,76.716
rec-4725-dup-1,,istabella,kratscmer,260y,melbourne,,3624 7526 9885 8172,34754.21,28,38403.1,62,f,76.716
rec-4725-dup-2,,isabela,kratschiiier,2607,melbourne,,3624 7526 98985 8172,34754.21,28,38403.1,62,f,76.716
rec-4725-org,male,isabella,kratschmer,2607,melbourne,03 4951 6274,3624 7526 9885 8172,34754.21,28,38403.1,62,f,76.716
rec-4726-org,male,ruby,grosser,2905,sydney,02 0144 7609,0094 0970 3819 8253,7994.63,112,51570.5,75,m,73.820
rec-4727-dup-0,,fanessa,dudoey,2905,melbourn,,6525 8664 7028 5599,61849.56,96,58267.9,44,na,77.758
rec-4727-dup-1,,vanessa,dudly,2995,melbouahne,,6525 8664 7028 5599,61849.56,96,58267.9,44,na,77.758
